Farmer_ID,Crop_Type,Quantity_kg,Price_per_kg,Location
F1911,Sugarcane,728,32.76,Punjab
F1912,Pulses,1831,38.85,Maharashtra
F1913,Wheat,994,22.26,Andhra Pradesh
F1914,Pulses,589,40.74,Andhra Pradesh
F1915,Millets,1116,51.24,Gujarat
F1916,Wheat,426,49.21,Tamil Nadu
F1917,Sugarcane,697,21.93,Gujarat
F1918,Pulses,1114,21.72,Telangana
F1919,Maize,388,27.07,Tamil Nadu
F1920,Rice,692,31.25,Karnataka
F1921,Maize,1787,33.38,Punjab
F1922,Cotton,1696,45.59,Karnataka
F1923,Sugarcane,672,17.55,Andhra Pradesh
F1924,Maize,1477,16.56,Telangana
F1925,Wheat,127,32.64,Maharashtra
F1926,Cotton,1053,46.37,Telangana
F1927,Cotton,142,23.7,Karnataka
F1928,Maize,1804,43.87,Maharashtra
F1929,Millets,522,26.69,Telangana
F1930,Maize,1721,54.87,Punjab
F1931,Millets,276,55.31,Punjab
F1932,Sugarcane,628,28.38,Telangana
F1933,Rice,1733,25.35,Maharashtra
F1934,Maize,1065,33.51,Karnataka
F1935,Barley,1617,25.82,Telangana
F1936,Millets,297,45.26,Maharashtra
F1937,Maize,709,52.17,Kerala
F1938,Pulses,1700,45.29,Punjab
F1939,Wheat,941,52.1,Kerala
F1940,Barley,952,32.86,Karnataka
F1941,Barley,1640,22.03,Maharashtra
F1942,Millets,1637,48.21,Kerala
F1943,Pulses,121,31.22,Maharashtra
F1944,Pulses,1235,45.21,Telangana
F1945,Cotton,1180,27.18,Karnataka
F1946,Millets,1189,18.66,Kerala
F1947,Rice,941,59.67,Gujarat
F1948,Wheat,197,22.03,Telangana
F1949,Sugarcane,1267,59.48,Punjab
F1950,Barley,534,58.98,Gujarat
F1951,Sugarcane,736,50.72,Gujarat
F1952,Maize,1802,44.67,Tamil Nadu
F1953,Maize,1209,41.0,Tamil Nadu
F1954,Sugarcane,687,53.97,Karnataka
F1955,Maize,443,28.02,Kerala
F1956,Rice,1417,36.05,Kerala
F1957,Pulses,670,42.87,Kerala
F1958,Maize,1773,33.5,Maharashtra
F1959,Cotton,710,34.24,Telangana
F1960,Maize,1827,29.86,Kerala
F1961,Wheat,342,40.39,Telangana
F1962,Rice,1954,53.28,Karnataka
F1963,Wheat,660,24.07,Gujarat
F1964,Wheat,1059,57.05,Kerala
F1965,Cotton,131,46.01,Karnataka
F1966,Rice,490,52.05,Kerala
F1967,Rice,376,40.03,Tamil Nadu
F1968,Millets,631,50.08,Andhra Pradesh
F1969,Rice,1277,15.73,Karnataka
F1970,Rice,482,51.83,Kerala
F1971,Rice,1191,16.81,Punjab
F1972,Cotton,983,55.05,Andhra Pradesh
F1973,Maize,313,59.64,Karnataka
F1974,Millets,1778,28.23,Punjab
F1975,Wheat,475,24.46,Punjab
F1976,Rice,843,49.44,Maharashtra
F1977,Barley,312,26.39,Punjab
F1978,Maize,178,53.95,Kerala
F1979,Maize,1849,19.63,Maharashtra
F1980,Wheat,727,20.67,Tamil Nadu
F1981,Cotton,703,59.06,Kerala
F1982,Sugarcane,881,45.32,Gujarat
F1983,Sugarcane,1504,53.11,Punjab
F1984,Maize,1100,29.59,Tamil Nadu
F1985,Pulses,779,45.44,Andhra Pradesh
F1986,Pulses,157,41.74,Karnataka
F1987,Wheat,1919,42.14,Punjab
F1988,Sugarcane,1149,45.71,Telangana
F1989,Maize,980,40.89,Tamil Nadu
F1990,Cotton,546,34.31,Telangana
F1991,Sugarcane,165,27.42,Punjab
F1992,Maize,1883,49.59,Telangana
F1993,Maize,1377,25.18,Punjab
F1994,Rice,1167,46.16,Karnataka
F1995,Cotton,1220,25.5,Andhra Pradesh
F1996,Rice,1677,43.14,Karnataka
F1997,Wheat,1111,48.62,Kerala
F1998,Rice,326,24.84,Tamil Nadu
F1999,Barley,873,17.7,Telangana
F2000,Rice,778,20.89,Karnataka
