Buyer_ID,Preferred_Crop,Quantity_Needed,Max_Price,Location
B1930,Wheat,262,34.82,Kerala
B1931,Pulses,1355,56.28,Gujarat
B1932,Cotton,90,31.49,Kerala
B1933,Sugarcane,1195,20.05,Punjab
B1934,Pulses,1300,55.76,Tamil Nadu
B1935,Maize,343,28.56,Andhra Pradesh
B1936,Cotton,649,25.22,Kerala
B1937,Barley,1340,31.88,Andhra Pradesh
B1938,Millets,590,39.0,Kerala
B1939,Cotton,500,43.8,Andhra Pradesh
B1940,Wheat,1134,22.23,Karnataka
B1941,Barley,1220,68.53,Tamil Nadu
B1942,Pulses,839,55.8,Kerala
B1943,Pulses,383,36.16,Telangana
B1944,Rice,940,35.93,Andhra Pradesh
B1945,Barley,1215,42.43,Andhra Pradesh
B1946,Millets,93,51.31,Punjab
B1947,Wheat,193,27.32,Telangana
B1948,Rice,382,29.45,Tamil Nadu
B1949,Rice,1047,62.97,Andhra Pradesh
B1950,Millets,1469,32.81,Tamil Nadu
B1951,Cotton,104,39.01,Andhra Pradesh
B1952,Pulses,1380,63.56,Gujarat
B1953,Rice,919,53.16,Maharashtra
B1954,Maize,1496,37.09,Gujarat
B1955,Maize,1490,54.18,Andhra Pradesh
B1956,Pulses,846,20.98,Maharashtra
B1957,Maize,374,56.78,Kerala
B1958,Millets,129,44.35,Tamil Nadu
B1959,Cotton,1104,60.66,Andhra Pradesh
B1960,Wheat,1034,67.73,Punjab
B1961,Sugarcane,1185,66.29,Karnataka
B1962,Rice,607,65.46,Punjab
B1963,Sugarcane,914,45.61,Karnataka
B1964,Wheat,766,38.01,Telangana
B1965,Wheat,521,43.25,Karnataka
B1966,Millets,123,54.49,Maharashtra
B1967,Cotton,638,64.2,Karnataka
B1968,Maize,1460,30.35,Karnataka
B1969,Maize,613,65.91,Karnataka
B1970,Millets,1485,60.76,Andhra Pradesh
B1971,Wheat,516,68.94,Telangana
B1972,Cotton,648,64.01,Tamil Nadu
B1973,Cotton,1041,34.0,Telangana
B1974,Pulses,786,25.3,Punjab
B1975,Barley,1043,25.61,Maharashtra
B1976,Rice,297,34.56,Andhra Pradesh
B1977,Millets,1193,50.71,Kerala
B1978,Barley,116,60.22,Andhra Pradesh
B1979,Millets,622,64.96,Gujarat
B1980,Maize,1400,51.19,Karnataka
B1981,Wheat,752,20.28,Punjab
B1982,Millets,519,29.32,Karnataka
B1983,Millets,542,24.99,Maharashtra
B1984,Pulses,712,38.17,Kerala
B1985,Sugarcane,335,45.07,Punjab
B1986,Maize,361,22.17,Gujarat
B1987,Rice,358,37.42,Andhra Pradesh
B1988,Cotton,824,28.96,Kerala
B1989,Wheat,1170,52.35,Tamil Nadu
B1990,Maize,1014,43.21,Telangana
B1991,Sugarcane,1186,44.77,Andhra Pradesh
B1992,Millets,505,41.38,Kerala
B1993,Rice,181,67.8,Tamil Nadu
B1994,Millets,979,30.74,Tamil Nadu
B1995,Rice,1014,45.83,Gujarat
B1996,Pulses,978,56.8,Gujarat
B1997,Millets,170,47.84,Telangana
B1998,Maize,1270,66.45,Tamil Nadu
B1999,Sugarcane,683,38.9,Punjab
B2000,Rice,946,43.18,Maharashtra
