Buyer_ID,Farmer_ID,Crop,Match_Score
B1453,F0578,Pulses,0.598
B1453,F0806,Sugarcane,0.598
B1453,F1042,Wheat,0.598
B1453,F0354,Millets,0.598
B1454,F0534,Rice,0.599
B1454,F0785,Wheat,0.599
B1454,F0127,Wheat,0.599
B1454,F0981,Sugarcane,0.599
B1454,F0247,Rice,0.599
B1455,F1713,Cotton,0.598
B1455,F0729,Cotton,0.597
B1455,F1832,Cotton,0.596
B1455,F0216,Cotton,0.596
B1455,F1462,Cotton,0.595
B1456,F0792,Millets,0.599
B1456,F1111,Rice,0.598
B1456,F0089,Sugarcane,0.598
B1456,F0354,Millets,0.598
B1456,F1139,Sugarcane,0.598
B1457,F0225,Wheat,0.6
B1457,F0092,Sugarcane,0.599
B1457,F1535,Maize,0.599
B1457,F0098,Sugarcane,0.599
B1457,F0054,Sugarcane,0.599
B1458,F0673,Pulses,0.599
B1458,F0435,Sugarcane,0.599
B1458,F1948,Wheat,0.598
B1458,F0694,Sugarcane,0.598
B1458,F0390,Rice,0.598
B1459,F1068,Barley,0.906
B1459,F1184,Sugarcane,0.838
B1459,F0021,Pulses,0.6
B1459,F0788,Millets,0.6
B1459,F0943,Millets,0.599
B1460,F0157,Barley,0.598
B1460,F0242,Barley,0.598
B1460,F0012,Barley,0.597
B1460,F0112,Barley,0.594
B1460,F0711,Barley,0.594
B1461,F0708,Millets,0.636
B1461,F1498,Millets,0.599
B1461,F0499,Rice,0.599
B1461,F0777,Rice,0.599
B1461,F0128,Rice,0.597
B1462,F1301,Barley,0.597
B1462,F0356,Barley,0.597
B1462,F0683,Barley,0.597
B1462,F0575,Barley,0.594
B1462,F0469,Cotton,0.593
B1463,F0713,Rice,0.839
B1463,F1753,Wheat,0.599
B1463,F1811,Wheat,0.599
B1463,F0873,Wheat,0.599
B1463,F1009,Sugarcane,0.599
B1464,F1910,Cotton,0.845
B1464,F1246,Millets,0.599
B1464,F1666,Pulses,0.599
B1464,F1171,Millets,0.599
B1464,F1394,Pulses,0.598
B1465,F0017,Sugarcane,0.974
B1465,F0364,Wheat,0.599
B1465,F1980,Wheat,0.599
B1465,F0600,Pulses,0.598
B1465,F1641,Sugarcane,0.598
B1466,F1572,Millets,0.706
B1466,F0886,Cotton,0.6
B1466,F0831,Cotton,0.599
B1466,F1118,Cotton,0.599
B1466,F1635,Cotton,0.599
B1467,F0236,Sugarcane,0.6
B1467,F0422,Wheat,0.598
B1467,F0777,Rice,0.598
B1467,F1448,Millets,0.595
B1467,F1613,Millets,0.595
B1468,F0760,Barley,0.829
B1468,F0450,Pulses,0.599
B1468,F1483,Pulses,0.599
B1468,F1105,Pulses,0.598
B1468,F0283,Pulses,0.598
B1469,F1680,Wheat,0.6
B1469,F1292,Cotton,0.6
B1469,F1295,Sugarcane,0.599
B1469,F1090,Wheat,0.599
B1469,F0928,Sugarcane,0.599
B1470,F0475,Maize,0.727
B1470,F0941,Sugarcane,0.599
B1470,F1849,Rice,0.598
B1470,F1650,Wheat,0.597
B1470,F1653,Wheat,0.597
B1471,F1007,Sugarcane,0.85
B1471,F0011,Maize,0.819
B1471,F1721,Pulses,0.599
B1471,F1396,Pulses,0.598
B1471,F0072,Wheat,0.598
B1472,F0993,Wheat,0.6
B1472,F1310,Sugarcane,0.6
B1472,F1388,Sugarcane,0.599
B1472,F1387,Rice,0.599
B1472,F1007,Sugarcane,0.598
B1473,F0149,Rice,0.838
B1473,F1198,Maize,0.599
B1473,F0111,Millets,0.599
B1473,F1806,Maize,0.599
B1473,F0527,Maize,0.598
B1474,F1014,Maize,0.772
B1474,F1226,Pulses,0.599
B1474,F1361,Pulses,0.599
B1474,F1914,Pulses,0.599
B1474,F1091,Sugarcane,0.599
B1475,F0270,Maize,0.6
B1475,F1030,Cotton,0.598
B1475,F1610,Maize,0.598
B1475,F0516,Maize,0.596
B1475,F0537,Millets,0.596
B1476,F1592,Maize,0.872
B1476,F1889,Barley,0.6
B1476,F0201,Barley,0.599
B1476,F1092,Barley,0.599
B1476,F1389,Barley,0.598
B1477,F1274,Maize,0.92
B1477,F0372,Millets,0.599
B1477,F0696,Sugarcane,0.599
B1477,F0781,Rice,0.599
B1477,F1555,Sugarcane,0.599
B1478,F1916,Wheat,0.6
B1478,F0285,Wheat,0.598
B1478,F1906,Wheat,0.598
B1478,F1351,Sugarcane,0.598
B1478,F0308,Wheat,0.598
B1479,F1579,Pulses,0.815
B1479,F0766,Maize,0.598
B1479,F1167,Cotton,0.598
B1479,F0996,Cotton,0.597
B1479,F0947,Cotton,0.595
B1480,F1604,Rice,0.928
B1480,F0038,Rice,0.912
B1480,F1429,Pulses,0.599
B1480,F1936,Millets,0.598
B1480,F0631,Rice,0.598
B1481,F0538,Barley,0.6
B1481,F0824,Barley,0.598
B1481,F0711,Barley,0.598
B1481,F0112,Barley,0.597
B1481,F0388,Barley,0.597
B1482,F0319,Barley,0.599
B1482,F0790,Barley,0.599
B1482,F0161,Barley,0.598
B1482,F0168,Barley,0.598
B1482,F1134,Barley,0.598
B1483,F1535,Maize,0.794
B1483,F1350,Cotton,0.599
B1483,F1483,Pulses,0.597
B1483,F0329,Millets,0.596
B1483,F1531,Pulses,0.596
B1484,F0806,Sugarcane,0.832
B1484,F1673,Millets,0.826
B1484,F0943,Millets,0.675
B1484,F1122,Maize,0.598
B1484,F1709,Millets,0.597
B1485,F0638,Barley,0.6
B1485,F0284,Barley,0.6
B1485,F1267,Barley,0.6
B1485,F0328,Barley,0.599
B1485,F1733,Barley,0.599
B1486,F1438,Cotton,0.6
B1486,F1803,Maize,0.599
B1486,F1161,Millets,0.598
B1486,F1772,Maize,0.598
B1486,F1220,Maize,0.597
B1487,F1976,Rice,0.896
B1487,F1618,Rice,0.804
B1487,F0881,Cotton,0.723
B1487,F0901,Cotton,0.6
B1487,F1049,Cotton,0.599
B1488,F1917,Sugarcane,0.76
B1488,F1352,Millets,0.6
B1488,F0040,Maize,0.6
B1488,F0122,Cotton,0.599
B1488,F1497,Millets,0.598
B1489,F1370,Wheat,0.599
B1489,F1593,Sugarcane,0.598
B1489,F0363,Rice,0.598
B1489,F1168,Pulses,0.597
B1489,F0282,Sugarcane,0.597
B1490,F1929,Millets,0.792
B1490,F1008,Cotton,0.772
B1490,F1458,Sugarcane,0.6
B1490,F1442,Wheat,0.599
B1490,F0668,Sugarcane,0.599
B1491,F1171,Millets,0.599
B1491,F0724,Rice,0.599
B1491,F0484,Pulses,0.598
B1491,F1666,Pulses,0.597
B1491,F1473,Rice,0.597
B1492,F0847,Wheat,0.781
B1492,F1664,Maize,0.599
B1492,F0303,Maize,0.598
B1492,F1937,Maize,0.598
B1492,F0053,Maize,0.597
B1493,F1565,Maize,0.599
B1493,F0974,Maize,0.598
B1493,F0338,Maize,0.597
B1493,F0927,Cotton,0.597
B1493,F1893,Cotton,0.595
B1494,F1931,Millets,0.599
B1494,F0970,Maize,0.599
B1494,F1752,Millets,0.598
B1494,F0618,Millets,0.598
B1494,F1936,Millets,0.597
B1495,F0240,Millets,0.959
B1495,F1910,Cotton,0.889
B1495,F0647,Cotton,0.596
B1495,F0905,Maize,0.596
B1495,F1346,Maize,0.595
B1496,F0815,Sugarcane,0.599
B1496,F0692,Pulses,0.599
B1496,F1627,Rice,0.598
B1496,F1746,Wheat,0.598
B1496,F0105,Wheat,0.598
B1497,F1254,Wheat,0.6
B1497,F0613,Sugarcane,0.6
B1497,F0757,Wheat,0.6
B1497,F1742,Wheat,0.6
B1497,F0863,Wheat,0.599
B1498,F1715,Pulses,0.891
B1498,F1242,Sugarcane,0.852
B1498,F1109,Pulses,0.6
B1498,F0406,Sugarcane,0.6
B1498,F1359,Sugarcane,0.6
B1499,F1849,Rice,0.599
B1499,F1796,Wheat,0.598
B1499,F0941,Sugarcane,0.598
B1499,F0815,Sugarcane,0.598
B1499,F0692,Pulses,0.598
B1500,F0092,Sugarcane,0.935
B1500,F0757,Wheat,0.809
B1500,F0058,Rice,0.785
B1500,F1605,Sugarcane,0.6
B1500,F1508,Wheat,0.599
B1501,F1090,Wheat,0.6
B1501,F0371,Sugarcane,0.599
B1501,F0769,Sugarcane,0.599
B1501,F1680,Wheat,0.599
B1501,F0928,Sugarcane,0.599
B1502,F1103,Sugarcane,0.599
B1502,F0225,Wheat,0.599
B1502,F1535,Maize,0.599
B1502,F0098,Sugarcane,0.599
B1502,F0636,Wheat,0.599
B1503,F1908,Rice,0.6
B1503,F1727,Sugarcane,0.599
B1503,F1564,Wheat,0.599
B1503,F0718,Sugarcane,0.598
B1503,F1399,Sugarcane,0.598
B1504,F1978,Maize,0.599
B1504,F0535,Maize,0.598
B1504,F0200,Maize,0.597
B1504,F0412,Millets,0.595
B1504,F1524,Cotton,0.594
B1505,F1167,Cotton,0.868
B1505,F1371,Barley,0.6
B1505,F0860,Barley,0.6
B1505,F0214,Barley,0.6
B1505,F1424,Barley,0.6
B1506,F0789,Millets,0.702
B1506,F0847,Wheat,0.6
B1506,F0037,Sugarcane,0.6
B1506,F1294,Rice,0.599
B1506,F0976,Wheat,0.599
B1507,F0583,Sugarcane,0.658
B1507,F0017,Sugarcane,0.655
B1507,F1268,Sugarcane,0.599
B1507,F1404,Pulses,0.599
B1507,F0340,Sugarcane,0.599
B1508,F1670,Sugarcane,0.599
B1508,F1221,Rice,0.599
B1508,F1363,Rice,0.599
B1508,F1948,Wheat,0.598
B1508,F1622,Wheat,0.598
B1509,F0471,Cotton,0.599
B1509,F1890,Cotton,0.599
B1509,F0003,Cotton,0.598
B1509,F1556,Cotton,0.598
B1509,F0230,Cotton,0.598
B1510,F1817,Wheat,0.6
B1510,F1242,Sugarcane,0.6
B1510,F1436,Wheat,0.598
B1510,F0205,Sugarcane,0.597
B1510,F1554,Sugarcane,0.597
B1511,F1072,Wheat,0.969
B1511,F1037,Millets,0.951
B1511,F1300,Wheat,0.845
B1511,F0614,Wheat,0.6
B1511,F0801,Rice,0.599
B1512,F1903,Rice,0.6
B1512,F1125,Pulses,0.599
B1512,F0450,Pulses,0.598
B1512,F0545,Rice,0.598
B1512,F1615,Pulses,0.598
B1513,F1350,Cotton,0.848
B1513,F0451,Pulses,0.6
B1513,F1502,Pulses,0.6
B1513,F0271,Pulses,0.599
B1513,F1873,Maize,0.598
B1514,F1562,Sugarcane,0.877
B1514,F0676,Cotton,0.675
B1514,F1349,Millets,0.6
B1514,F0835,Rice,0.599
B1514,F1957,Pulses,0.599
B1515,F1614,Rice,0.751
B1515,F1330,Cotton,0.647
B1515,F1491,Rice,0.599
B1515,F1547,Millets,0.599
B1515,F1392,Pulses,0.599
B1516,F0254,Cotton,0.595
B1516,F0881,Cotton,0.594
B1516,F1972,Cotton,0.594
B1516,F1389,Barley,0.593
B1516,F0201,Barley,0.593
B1517,F1855,Millets,0.6
B1517,F1238,Millets,0.598
B1517,F1717,Millets,0.598
B1517,F0345,Maize,0.598
B1517,F0492,Cotton,0.598
B1518,F0231,Pulses,0.6
B1518,F0664,Pulses,0.599
B1518,F1451,Millets,0.599
B1518,F0585,Pulses,0.599
B1518,F1630,Pulses,0.599
B1519,F0739,Cotton,0.682
B1519,F0236,Sugarcane,0.6
B1519,F0777,Rice,0.598
B1519,F1023,Wheat,0.597
B1519,F1431,Rice,0.596
B1520,F1137,Barley,0.931
B1520,F0178,Maize,0.599
B1520,F0611,Cotton,0.599
B1520,F1772,Maize,0.598
B1520,F0883,Maize,0.598
B1521,F0850,Pulses,0.814
B1521,F0541,Barley,0.6
B1521,F0319,Barley,0.599
B1521,F0366,Barley,0.599
B1521,F1134,Barley,0.598
B1522,F1565,Maize,0.599
B1522,F1893,Cotton,0.597
B1522,F1200,Cotton,0.597
B1522,F1567,Cotton,0.596
B1522,F0338,Maize,0.596
B1523,F0807,Millets,0.599
B1523,F0283,Pulses,0.599
B1523,F0450,Pulses,0.598
B1523,F1483,Pulses,0.598
B1523,F1903,Rice,0.597
B1524,F1091,Sugarcane,0.883
B1524,F1833,Sugarcane,0.599
B1524,F0348,Sugarcane,0.599
B1524,F1555,Sugarcane,0.599
B1524,F1986,Pulses,0.599
B1525,F0722,Maize,0.819
B1525,F0214,Barley,0.798
B1525,F1838,Sugarcane,0.599
B1525,F1133,Pulses,0.599
B1525,F0958,Rice,0.599
B1526,F1302,Sugarcane,0.761
B1526,F1787,Sugarcane,0.6
B1526,F1099,Pulses,0.6
B1526,F0750,Wheat,0.599
B1526,F1798,Wheat,0.599
B1527,F1052,Rice,0.6
B1527,F0106,Wheat,0.599
B1527,F0959,Wheat,0.599
B1527,F1022,Rice,0.599
B1527,F0548,Sugarcane,0.599
B1528,F1245,Barley,0.599
B1528,F0909,Barley,0.598
B1528,F1251,Barley,0.598
B1528,F1343,Barley,0.597
B1528,F1043,Barley,0.593
B1529,F1599,Millets,0.654
B1529,F1392,Pulses,0.599
B1529,F0109,Pulses,0.599
B1529,F0493,Rice,0.599
B1529,F1967,Rice,0.599
B1530,F0615,Pulses,0.921
B1530,F1749,Barley,0.789
B1530,F0881,Cotton,0.599
B1530,F0588,Maize,0.597
B1530,F1067,Cotton,0.595
B1531,F0379,Wheat,0.597
B1531,F1529,Pulses,0.596
B1531,F1642,Rice,0.596
B1531,F1659,Rice,0.595
B1531,F1086,Rice,0.595
B1532,F1550,Millets,0.599
B1532,F0702,Millets,0.597
B1532,F0532,Millets,0.597
B1532,F0005,Maize,0.596
B1532,F0180,Maize,0.592
B1533,F0890,Rice,0.864
B1533,F1456,Cotton,0.691
B1533,F1005,Rice,0.6
B1533,F1615,Pulses,0.599
B1533,F1125,Pulses,0.599
B1534,F0925,Rice,0.818
B1534,F1523,Rice,0.722
B1534,F0968,Pulses,0.6
B1534,F0926,Maize,0.599
B1534,F1861,Pulses,0.599
B1535,F1714,Cotton,0.599
B1535,F0765,Cotton,0.599
B1535,F1772,Maize,0.599
B1535,F0601,Cotton,0.598
B1535,F0178,Maize,0.598
B1536,F1851,Maize,0.968
B1536,F0883,Maize,0.599
B1536,F1526,Maize,0.599
B1536,F1772,Maize,0.598
B1536,F1989,Maize,0.598
B1537,F1389,Barley,0.599
B1537,F0201,Barley,0.598
B1537,F1889,Barley,0.597
B1537,F0960,Barley,0.597
B1537,F0570,Barley,0.591
B1538,F1156,Rice,0.688
B1538,F0219,Millets,0.6
B1538,F0854,Maize,0.6
B1538,F1307,Millets,0.599
B1538,F1984,Maize,0.599
B1539,F1855,Millets,0.947
B1539,F1531,Pulses,0.599
B1539,F0453,Pulses,0.598
B1539,F1133,Pulses,0.598
B1539,F0830,Millets,0.598
B1540,F0655,Pulses,0.599
B1540,F1837,Pulses,0.599
B1540,F0405,Millets,0.599
B1540,F0797,Cotton,0.598
B1540,F1763,Maize,0.597
B1541,F0381,Millets,0.887
B1541,F0042,Barley,0.749
B1541,F1822,Barley,0.599
B1541,F0496,Barley,0.596
B1541,F0031,Cotton,0.595
B1542,F1834,Maize,0.599
B1542,F0147,Maize,0.599
B1542,F0662,Maize,0.599
B1542,F0649,Millets,0.598
B1542,F0858,Maize,0.598
B1543,F1066,Maize,0.599
B1543,F1173,Maize,0.597
B1543,F1844,Maize,0.597
B1543,F1308,Millets,0.597
B1543,F1274,Maize,0.596
B1544,F0568,Millets,0.999
B1544,F0720,Sugarcane,0.909
B1544,F0943,Millets,0.6
B1544,F0021,Pulses,0.6
B1544,F0882,Pulses,0.599
B1545,F1458,Sugarcane,0.6
B1545,F1442,Wheat,0.6
B1545,F0668,Sugarcane,0.599
B1545,F0833,Maize,0.599
B1545,F1976,Rice,0.599
B1546,F0200,Maize,0.597
B1546,F0412,Millets,0.597
B1546,F1978,Maize,0.596
B1546,F0535,Maize,0.595
B1546,F1931,Millets,0.592
B1547,F1925,Wheat,0.871
B1547,F1735,Rice,0.708
B1547,F0592,Millets,0.6
B1547,F1476,Millets,0.599
B1547,F1425,Millets,0.599
B1548,F0771,Cotton,0.838
B1548,F1632,Maize,0.6
B1548,F0649,Millets,0.599
B1548,F1953,Maize,0.598
B1548,F0658,Maize,0.598
B1549,F1175,Rice,0.875
B1549,F0018,Millets,0.6
B1549,F1276,Millets,0.599
B1549,F0099,Pulses,0.599
B1549,F1596,Millets,0.598
B1550,F1361,Pulses,0.883
B1550,F1745,Pulses,0.838
B1550,F1484,Rice,0.798
B1550,F1247,Pulses,0.708
B1550,F1316,Sugarcane,0.6
B1551,F1170,Maize,0.679
B1551,F1007,Sugarcane,0.599
B1551,F0919,Sugarcane,0.599
B1551,F1158,Rice,0.599
B1551,F0581,Pulses,0.598
B1552,F1774,Sugarcane,0.807
B1552,F0415,Maize,0.598
B1552,F1894,Maize,0.598
B1552,F1789,Cotton,0.598
B1552,F0990,Millets,0.596
B1553,F0923,Rice,0.779
B1553,F0629,Barley,0.6
B1553,F1058,Barley,0.6
B1553,F0787,Barley,0.599
B1553,F1629,Barley,0.599
B1554,F0026,Pulses,0.599
B1554,F0233,Sugarcane,0.598
B1554,F0614,Wheat,0.597
B1554,F0685,Rice,0.597
B1554,F1777,Wheat,0.597
B1555,F1936,Millets,0.599
B1555,F1105,Pulses,0.599
B1555,F1309,Rice,0.599
B1555,F0631,Rice,0.599
B1555,F1612,Pulses,0.598
B1556,F1591,Sugarcane,0.824
B1556,F1725,Wheat,0.8
B1556,F1712,Rice,0.773
B1556,F0903,Pulses,0.6
B1556,F0049,Pulses,0.6
B1557,F1100,Maize,0.878
B1557,F0980,Pulses,0.718
B1557,F1898,Maize,0.598
B1557,F1240,Maize,0.598
B1557,F1210,Cotton,0.598
B1558,F1279,Cotton,0.599
B1558,F0134,Cotton,0.599
B1558,F1376,Cotton,0.599
B1558,F0894,Cotton,0.598
B1558,F1701,Cotton,0.598
B1559,F1687,Sugarcane,0.746
B1559,F0516,Maize,0.599
B1559,F0270,Maize,0.598
B1559,F0537,Millets,0.597
B1559,F1230,Maize,0.595
B1560,F1169,Maize,0.722
B1560,F1798,Wheat,0.6
B1560,F1099,Pulses,0.6
B1560,F1787,Sugarcane,0.599
B1560,F0750,Wheat,0.599
B1561,F0705,Cotton,0.887
B1561,F0818,Maize,0.87
B1561,F1961,Wheat,0.793
B1561,F1589,Barley,0.6
B1561,F1754,Barley,0.599
B1562,F1422,Rice,0.892
B1562,F1232,Millets,0.865
B1562,F1429,Pulses,0.856
B1562,F1628,Rice,0.599
B1562,F1259,Millets,0.599
B1563,F0115,Barley,0.599
B1563,F1548,Barley,0.599
B1563,F0182,Barley,0.599
B1563,F0526,Barley,0.598
B1563,F0821,Barley,0.597
B1564,F1821,Barley,0.6
B1564,F1275,Barley,0.599
B1564,F1669,Barley,0.599
B1564,F0623,Barley,0.599
B1564,F1094,Barley,0.599
B1565,F0046,Sugarcane,0.82
B1565,F0887,Rice,0.599
B1565,F1964,Wheat,0.598
B1565,F0935,Millets,0.598
B1565,F0474,Sugarcane,0.598
B1566,F0802,Pulses,0.807
B1566,F0565,Sugarcane,0.72
B1566,F0415,Maize,0.597
B1566,F0154,Maize,0.596
B1566,F1978,Maize,0.595
B1567,F0861,Sugarcane,0.599
B1567,F1206,Pulses,0.599
B1567,F1887,Wheat,0.599
B1567,F1836,Wheat,0.599
B1567,F1535,Maize,0.599
B1568,F0500,Sugarcane,0.824
B1568,F0528,Wheat,0.756
B1568,F1573,Pulses,0.599
B1568,F0802,Pulses,0.598
B1568,F1191,Maize,0.598
B1569,F0864,Wheat,0.809
B1569,F0254,Cotton,0.597
B1569,F0881,Cotton,0.594
B1569,F1395,Cotton,0.594
B1569,F1844,Maize,0.592
B1570,F0247,Rice,0.6
B1570,F0785,Wheat,0.599
B1570,F1039,Rice,0.599
B1570,F0127,Wheat,0.598
B1570,F0981,Sugarcane,0.598
B1571,F0870,Pulses,0.962
B1571,F1068,Barley,0.69
B1571,F0887,Rice,0.599
B1571,F0453,Pulses,0.598
B1571,F0803,Rice,0.598
B1572,F0581,Pulses,0.732
B1572,F1869,Cotton,0.6
B1572,F0132,Cotton,0.6
B1572,F1395,Cotton,0.596
B1572,F0254,Cotton,0.596
B1573,F0153,Rice,0.759
B1573,F0880,Cotton,0.599
B1573,F0705,Cotton,0.599
B1573,F1210,Cotton,0.599
B1573,F0752,Cotton,0.599
B1574,F0906,Wheat,0.598
B1574,F1882,Wheat,0.597
B1574,F0373,Wheat,0.597
B1574,F1294,Rice,0.597
B1574,F0421,Wheat,0.596
B1575,F1446,Rice,0.6
B1575,F1295,Sugarcane,0.6
B1575,F1680,Wheat,0.599
B1575,F1433,Pulses,0.599
B1575,F0834,Sugarcane,0.599
B1576,F0469,Cotton,0.598
B1576,F1082,Cotton,0.598
B1576,F1664,Maize,0.598
B1576,F1266,Maize,0.595
B1576,F1580,Maize,0.595
B1577,F0603,Sugarcane,0.88
B1577,F1001,Pulses,0.8
B1577,F1821,Barley,0.696
B1577,F1149,Maize,0.6
B1577,F1774,Sugarcane,0.599
B1578,F1301,Barley,0.599
B1578,F0575,Barley,0.597
B1578,F0146,Barley,0.597
B1578,F0946,Barley,0.595
B1578,F0356,Barley,0.594
B1579,F0391,Maize,0.598
B1579,F0239,Maize,0.598
B1579,F1189,Maize,0.598
B1579,F1534,Cotton,0.596
B1579,F0411,Maize,0.596
B1580,F0685,Rice,0.599
B1580,F0510,Wheat,0.598
B1580,F0026,Pulses,0.598
B1580,F0421,Wheat,0.598
B1580,F0773,Rice,0.598
B1581,F1929,Millets,0.884
B1581,F1627,Rice,0.796
B1581,F1491,Rice,0.599
B1581,F0326,Pulses,0.599
B1581,F1392,Pulses,0.599
B1582,F1965,Cotton,0.839
B1582,F1739,Barley,0.778
B1582,F0951,Maize,0.598
B1582,F0288,Cotton,0.596
B1582,F1638,Cotton,0.596
B1583,F1275,Barley,0.6
B1583,F1821,Barley,0.599
B1583,F0629,Barley,0.598
B1583,F0623,Barley,0.598
B1583,F1058,Barley,0.597
B1584,F1311,Maize,0.856
B1584,F1780,Millets,0.599
B1584,F0933,Rice,0.599
B1584,F0073,Rice,0.599
B1584,F1290,Rice,0.598
B1585,F0736,Maize,0.599
B1585,F1238,Millets,0.599
B1585,F1717,Millets,0.598
B1585,F0492,Cotton,0.597
B1585,F1855,Millets,0.597
B1586,F0353,Rice,0.6
B1586,F1699,Rice,0.6
B1586,F1856,Wheat,0.599
B1586,F0555,Rice,0.598
B1586,F1159,Sugarcane,0.598
B1587,F0918,Sugarcane,0.6
B1587,F0637,Rice,0.599
B1587,F0976,Wheat,0.598
B1587,F0584,Wheat,0.598
B1587,F0847,Wheat,0.598
B1588,F1413,Cotton,0.598
B1588,F0776,Cotton,0.597
B1588,F1544,Cotton,0.595
B1588,F0700,Maize,0.594
B1588,F0647,Cotton,0.593
B1589,F1483,Pulses,0.968
B1589,F0810,Cotton,0.94
B1589,F1130,Wheat,0.822
B1589,F0047,Millets,0.6
B1589,F0414,Rice,0.6
B1590,F1283,Rice,0.832
B1590,F1091,Sugarcane,0.6
B1590,F0774,Sugarcane,0.6
B1590,F0128,Rice,0.6
B1590,F1226,Pulses,0.597
B1591,F1478,Millets,0.6
B1591,F1392,Pulses,0.599
B1591,F1547,Millets,0.598
B1591,F0207,Millets,0.598
B1591,F0747,Maize,0.598
B1592,F0963,Pulses,0.94
B1592,F0446,Maize,0.876
B1592,F1129,Pulses,0.863
B1592,F0693,Cotton,0.6
B1592,F0013,Maize,0.6
B1593,F0960,Barley,0.6
B1593,F0570,Barley,0.598
B1593,F1278,Barley,0.596
B1593,F1801,Barley,0.596
B1593,F1389,Barley,0.593
B1594,F1509,Millets,0.778
B1594,F1532,Wheat,0.6
B1594,F1956,Rice,0.599
B1594,F0988,Sugarcane,0.599
B1594,F1223,Rice,0.599
B1595,F0704,Millets,0.897
B1595,F0687,Pulses,0.599
B1595,F1908,Rice,0.599
B1595,F0034,Wheat,0.599
B1595,F1564,Wheat,0.599
B1596,F1342,Millets,0.599
B1596,F0393,Millets,0.597
B1596,F1592,Maize,0.597
B1596,F1308,Millets,0.597
B1596,F1066,Maize,0.596
B1597,F0132,Cotton,0.757
B1597,F1908,Rice,0.599
B1597,F0941,Sugarcane,0.598
B1597,F0034,Wheat,0.598
B1597,F1650,Wheat,0.598
B1598,F0799,Rice,0.834
B1598,F1645,Rice,0.599
B1598,F0482,Pulses,0.599
B1598,F0552,Sugarcane,0.599
B1598,F1026,Pulses,0.599
B1599,F1032,Millets,0.797
B1599,F1212,Sugarcane,0.599
B1599,F1831,Wheat,0.599
B1599,F0217,Sugarcane,0.599
B1599,F0589,Sugarcane,0.598
B1600,F0934,Rice,0.6
B1600,F0232,Sugarcane,0.599
B1600,F0369,Maize,0.599
B1600,F1355,Wheat,0.599
B1600,F0043,Wheat,0.598
B1601,F1564,Wheat,0.935
B1601,F1017,Wheat,0.599
B1601,F1474,Wheat,0.599
B1601,F1095,Wheat,0.599
B1601,F0342,Sugarcane,0.598
B1602,F1180,Maize,0.914
B1602,F1377,Sugarcane,0.78
B1602,F0509,Millets,0.6
B1602,F0228,Pulses,0.6
B1602,F0401,Millets,0.599
B1603,F0850,Pulses,0.828
B1603,F1171,Millets,0.599
B1603,F0484,Pulses,0.599
B1603,F0585,Pulses,0.598
B1603,F1666,Pulses,0.597
B1604,F0785,Wheat,0.6
B1604,F0127,Wheat,0.6
B1604,F0994,Sugarcane,0.6
B1604,F0695,Wheat,0.6
B1604,F0940,Wheat,0.599
B1605,F0544,Wheat,0.687
B1605,F0001,Barley,0.656
B1605,F0844,Barley,0.645
B1605,F1426,Pulses,0.598
B1605,F0719,Millets,0.597
B1606,F1270,Wheat,0.6
B1606,F0066,Wheat,0.599
B1606,F1153,Sugarcane,0.598
B1606,F1421,Rice,0.598
B1606,F1779,Millets,0.598
B1607,F0393,Millets,0.599
B1607,F0830,Millets,0.599
B1607,F1596,Millets,0.598
B1607,F1191,Maize,0.598
B1607,F1342,Millets,0.598
B1608,F1166,Wheat,0.875
B1608,F1896,Barley,0.728
B1608,F1680,Wheat,0.6
B1608,F1292,Cotton,0.6
B1608,F1090,Wheat,0.6
B1609,F1492,Barley,0.889
B1609,F1172,Maize,0.599
B1609,F1771,Maize,0.598
B1609,F0061,Maize,0.598
B1609,F0765,Cotton,0.598
B1610,F0295,Wheat,0.6
B1610,F0034,Wheat,0.599
B1610,F1393,Millets,0.599
B1610,F1627,Rice,0.598
B1610,F0174,Sugarcane,0.598
B1611,F1275,Barley,0.692
B1611,F1230,Maize,0.599
B1611,F0537,Millets,0.598
B1611,F0618,Millets,0.597
B1611,F1752,Millets,0.597
B1612,F0450,Pulses,0.599
B1612,F1483,Pulses,0.599
B1612,F0283,Pulses,0.598
B1612,F0807,Millets,0.598
B1612,F1105,Pulses,0.598
B1613,F0271,Pulses,0.786
B1613,F1966,Rice,0.6
B1613,F1970,Rice,0.6
B1613,F1488,Rice,0.599
B1613,F1800,Rice,0.599
B1614,F1350,Cotton,0.6
B1614,F0709,Millets,0.599
B1614,F1618,Rice,0.599
B1614,F1483,Pulses,0.599
B1614,F0429,Rice,0.598
B1615,F0630,Barley,0.598
B1615,F1813,Barley,0.596
B1615,F0157,Barley,0.595
B1615,F0063,Cotton,0.593
B1615,F0619,Barley,0.59
B1616,F0077,Sugarcane,0.921
B1616,F0358,Millets,0.6
B1616,F1604,Rice,0.6
B1616,F0750,Wheat,0.599
B1616,F1787,Sugarcane,0.599
B1617,F0049,Pulses,0.862
B1617,F1064,Cotton,0.599
B1617,F1600,Cotton,0.599
B1617,F1205,Cotton,0.598
B1617,F0831,Cotton,0.597
B1618,F1133,Pulses,0.892
B1618,F0059,Maize,0.772
B1618,F1585,Pulses,0.707
B1618,F0696,Sugarcane,0.6
B1618,F0372,Millets,0.599
B1619,F0128,Rice,0.6
B1619,F0774,Sugarcane,0.6
B1619,F1498,Millets,0.599
B1619,F1091,Sugarcane,0.599
